mean_fit_time,mean_score_time,param_classifier__max_bin,param_classifier__max_depth,param_classifier__n_estimators,param_classifier__num_leaves,mean_test_accuracy,rank_test_accuracy,mean_train_accuracy,mean_test_matthews_corrcoef,rank_test_matthews_corrcoef,mean_train_matthews_corrcoef,mean_test_roc_auc,rank_test_roc_auc,mean_train_roc_auc
132.421,0.208,16,9,1716,83,0.93,27,1.0,0.86,29,1.0,0.98,15,1.0
106.858,0.192,31,7,1883,25,0.936,6,1.0,0.872,6,1.0,0.98,18,1.0
92.086,0.142,23,9,1099,86,0.934,14,1.0,0.868,14,1.0,0.975,46,1.0
77.139,0.136,28,4,1920,74,0.934,14,1.0,0.868,19,1.0,0.979,29,1.0
54.664,0.105,5,4,1349,181,0.914,50,1.0,0.828,50,1.0,0.971,50,1.0
26.322,0.051,29,9,572,25,0.924,41,1.0,0.848,43,1.0,0.979,23,1.0
116.353,0.173,24,7,1476,213,0.938,4,1.0,0.876,4,1.0,0.983,1,1.0
54.286,0.098,19,4,1350,115,0.922,45,1.0,0.844,45,1.0,0.976,44,1.0
63.806,0.109,28,5,1255,45,0.936,6,1.0,0.872,8,1.0,0.981,9,1.0
110.593,0.173,23,7,1410,183,0.932,23,1.0,0.864,23,1.0,0.98,17,1.0
96.953,0.156,4,5,1789,201,0.928,33,1.0,0.856,36,1.0,0.974,49,1.0
46.698,0.08,4,6,744,167,0.92,48,1.0,0.84,48,1.0,0.975,45,1.0
101.112,0.168,7,7,1382,199,0.926,37,1.0,0.852,38,1.0,0.981,8,1.0
20.553,0.037,6,4,628,180,0.928,33,1.0,0.856,35,1.0,0.978,36,1.0
76.469,0.142,25,9,1256,33,0.926,37,1.0,0.852,37,1.0,0.979,25,1.0
120.834,0.195,19,8,1566,202,0.936,6,1.0,0.872,7,1.0,0.979,22,1.0
96.377,0.156,28,5,1845,247,0.946,1,1.0,0.892,1,1.0,0.979,28,1.0
34.485,0.069,13,5,791,118,0.922,45,1.0,0.844,47,1.0,0.978,35,1.0
71.649,0.116,27,7,930,98,0.942,2,1.0,0.884,2,1.0,0.982,5,1.0
32.406,0.059,31,4,898,115,0.932,23,1.0,0.864,25,1.0,0.983,3,1.0
87.21,0.154,25,8,1133,186,0.93,27,1.0,0.86,30,1.0,0.979,24,1.0
38.626,0.073,24,7,824,22,0.93,27,1.0,0.861,27,1.0,0.977,37,1.0
124.645,0.214,8,8,1655,220,0.94,3,1.0,0.88,3,1.0,0.981,12,1.0
130.778,0.212,8,8,1667,164,0.93,27,1.0,0.86,30,1.0,0.979,27,1.0
79.538,0.13,7,6,1291,223,0.938,4,1.0,0.876,4,1.0,0.981,14,1.0
86.016,0.135,17,9,1060,65,0.924,41,1.0,0.848,43,1.0,0.977,38,1.0
100.469,0.168,9,5,1972,111,0.936,6,1.0,0.872,8,1.0,0.977,39,1.0
72.878,0.13,9,4,1816,178,0.924,41,1.0,0.848,42,1.0,0.98,19,1.0
74.492,0.128,20,9,887,114,0.936,6,1.0,0.872,8,1.0,0.982,6,1.0
66.177,0.125,14,9,868,247,0.934,14,1.0,0.868,15,1.0,0.983,2,1.0
34.597,0.065,25,5,883,16,0.928,33,1.0,0.856,33,1.0,0.978,34,1.0
63.875,0.115,14,6,1055,202,0.93,27,1.0,0.86,30,1.0,0.979,30,1.0
44.724,0.073,27,7,630,137,0.93,27,1.0,0.861,27,1.0,0.98,20,1.0
90.109,0.151,6,7,1234,139,0.918,49,1.0,0.836,49,1.0,0.976,42,1.0
74.621,0.125,7,6,1239,164,0.936,6,1.0,0.872,8,1.0,0.981,10,1.0
106.389,0.174,21,6,1935,30,0.934,14,1.0,0.868,19,1.0,0.976,43,1.0
69.905,0.126,13,6,1205,52,0.922,45,1.0,0.844,45,1.0,0.98,15,1.0
72.208,0.133,14,7,1372,27,0.926,37,1.0,0.852,38,1.0,0.977,40,1.0
106.846,0.173,6,7,1604,48,0.924,41,1.0,0.848,41,1.0,0.975,48,1.0
51.359,0.09,26,4,1306,35,0.934,14,1.0,0.868,15,1.0,0.982,7,1.0
122.356,0.176,18,6,1895,200,0.934,14,1.0,0.868,15,1.0,0.979,31,1.0
42.732,0.087,12,9,786,40,0.928,33,1.0,0.856,34,1.0,0.975,47,1.0
37.543,0.074,6,7,594,242,0.926,37,1.0,0.852,40,1.0,0.978,33,1.0
56.582,0.112,15,9,796,88,0.932,23,1.0,0.864,23,1.0,0.981,13,1.0
75.341,0.134,23,4,1934,210,0.932,23,1.0,0.864,25,1.0,0.977,41,1.0
62.627,0.114,28,8,823,252,0.934,14,1.0,0.868,15,1.0,0.98,21,1.0
71.998,0.134,18,4,1784,211,0.936,6,1.0,0.872,8,1.0,0.979,32,1.0
109.018,0.165,17,7,1520,102,0.934,14,1.0,0.868,19,1.0,0.979,26,1.0
66.773,0.113,17,5,1343,200,0.936,6,1.0,0.872,8,1.0,0.982,4,1.0
56.126,0.108,20,4,1425,165,0.934,14,1.0,0.868,19,1.0,0.981,11,1.0
