train_accuracy,val_accuracy,test_accuracy,train_matthews_corrcoef,val_matthews_corrcoef,test_matthews_corrcoef,train_roc_auc,val_roc_auc,test_roc_auc
1.0,0.992,0.484,1.0,0.984,-0.109,1.0,0.999,0.484
