train_accuracy,val_accuracy,test_accuracy,train_matthews_corrcoef,val_matthews_corrcoef,test_matthews_corrcoef,train_roc_auc,val_roc_auc,test_roc_auc
1.0,0.976,0.977,1.0,0.952,0.954,1.0,0.996,0.998
