train_accuracy,val_accuracy,test_accuracy,train_matthews_corrcoef,val_matthews_corrcoef,test_matthews_corrcoef,train_roc_auc,val_roc_auc,test_roc_auc
1.0,0.83,0.85,1.0,0.661,0.702,1.0,0.89,0.91
