train_accuracy,val_accuracy,test_accuracy,train_matthews_corrcoef,val_matthews_corrcoef,test_matthews_corrcoef,train_roc_auc,val_roc_auc,test_roc_auc
1.0,0.726,0.732,1.0,0.454,0.464,1.0,0.787,0.784
