train_accuracy,val_accuracy,test_accuracy,train_matthews_corrcoef,val_matthews_corrcoef,test_matthews_corrcoef,train_roc_auc,val_roc_auc,test_roc_auc
1.0,0.784,0.781,1.0,0.569,0.562,1.0,0.847,0.858
